timestamp,occupancy_rate,active_sensors,avg_time_since_change,avg_prev_state_duration,dow,time_bucket,dow_time_bucket,is_weekend,is_holiday,hour_sin,hour_cos,dow_sin,dow_cos,roll_occ_rate_4,roll_turnover_4,roll_occ_rate_12,roll_turnover_12,roll_occ_rate_24,roll_turnover_24,roll_departure_rate_4,occupancy_lag_1,occupancy_lag_4,occupancy_lag_12,occupancy_lag_96,load_level_code,load_level
2035-01-01T00:00:00Z,0.36901012,107.0,810.62096911,1768.60421208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.36901012,0.0,0.36901012,0.0,0.36901012,0.0,0.0,0.36901012,0.36901012,0.36901012,0.36901012,0,low
2035-01-01T00:15:00Z,0.33876514,106.0,812.74237463,1699.33131141,0.0,1.0,1.0,0.0,0.0,0.06540313,0.99785892,0.0,1.0,0.35388763,1.10898267,0.35388763,1.10898267,0.35388763,1.10898267,1.10898267,0.36901012,0.36901012,0.36901012,0.36901012,0,low
2035-01-01T00:30:00Z,0.37344915,106.0,815.94078213,1675.82853637,0.0,2.0,2.0,0.0,0.0,0.13052619,0.99144486,0.0,1.0,0.36040814,1.78554727,0.36040814,1.78554727,0.36040814,1.78554727,0.831737,0.33876514,0.36901012,0.36901012,0.36901012,0,low
2035-01-01T00:45:00Z,0.33975306,105.0,816.85076991,1688.97259115,0.0,3.0,3.0,0.0,0.0,0.19509032,0.98078528,0.0,1.0,0.35524437,2.71218984,0.35524437,2.16975187,0.35524437,2.16975187,1.75837957,0.37344915,0.36901012,0.36901012,0.36901012,0,low
2035-01-01T01:00:00Z,0.35573101,106.0,842.19537789,1669.7931152,0.0,4.0,4.0,0.0,0.0,0.25881905,0.96592583,0.0,1.0,0.35192459,3.15158353,0.3553417,2.10105569,0.3553417,2.10105569,1.75837957,0.33975306,0.36901012,0.36901012,0.36901012,0,low
2035-01-01T01:15:00Z,0.33494153,106.0,805.77890495,1688.45816734,0.0,5.0,5.0,0.0,0.0,0.32143947,0.94693013,0.0,1.0,0.35096869,2.89155729,0.35194167,2.12759674,0.35194167,2.12759674,1.49835333,0.35573101,0.33876514,0.36901012,0.36901012,0,low
2035-01-01T01:30:00Z,0.38870438,105.0,799.61787486,1615.64113355,0.0,6.0,6.0,0.0,0.0,0.38268343,0.92387953,0.0,1.0,0.35478249,3.41622554,0.35719348,2.6008864,0.35719348,2.6008864,1.49835333,0.33494153,0.37344915,0.36901012,0.36901012,0,low
2035-01-01T01:45:00Z,0.38980738,107.0,836.36611594,1694.87953467,0.0,7.0,7.0,0.0,0.0,0.44228869,0.89687274,0.0,1.0,0.36729608,2.51991551,0.36127022,2.32538016,0.36127022,2.32538016,0.57171076,0.38870438,0.33975306,0.36901012,0.36901012,0,low
2035-01-01T02:00:00Z,0.37668851,107.0,814.00093324,1750.17020523,0.0,8.0,8.0,0.0,0.0,0.5,0.8660254,0.0,1.0,0.37253545,2.44129077,0.36298336,2.23714972,0.36298336,2.23714972,0.93247972,0.38980738,0.35573101,0.36901012,0.36901012,0,low
2035-01-01T02:15:00Z,0.40742805,106.0,798.69266272,1680.6388563,0.0,9.0,9.0,0.0,0.0,0.55557023,0.83146961,0.0,1.0,0.39065708,2.71491724,0.36742783,2.34116783,0.36742783,2.34116783,0.36076896,0.37668851,0.33494153,0.36901012,0.36901012,0,low
2035-01-01T02:30:00Z,0.39173805,106.0,807.2420156,1712.53219685,0.0,10.0,10.0,0.0,0.0,0.60876143,0.79335334,0.0,1.0,0.3914155,1.66791369,0.36963785,2.2898955,0.36963785,2.2898955,0.79224392,0.40742805,0.38870438,0.36901012,0.36901012,0,low
2035-01-01T02:45:00Z,0.42223103,106.0,829.09817452,1696.20700234,0.0,11.0,11.0,0.0,0.0,0.65934582,0.75183981,0.0,1.0,0.39952141,2.47613807,0.37402062,2.56941447,0.37402062,2.37176721,0.79224392,0.39173805,0.38980738,0.36901012,0.36901012,0,low
2035-01-01T03:00:00Z,0.44531225,105.0,811.9646182,1672.69791273,0.0,12.0,12.0,0.0,0.0,0.70710678,0.70710678,0.0,1.0,0.41667734,2.75010258,0.38037913,2.78099229,0.37950459,2.38370768,0.43147496,0.42223103,0.37668851,0.36901012,0.36901012,0,low
2035-01-01T03:15:00Z,0.41924554,106.0,798.86984588,1664.20625253,0.0,13.0,13.0,0.0,0.0,0.75183981,0.65934582,0.0,1.0,0.41963171,2.62159984,0.38708583,2.74269146,0.38234323,2.4159497,1.14830946,0.44531225,0.40742805,0.33876514,0.36901012,0,low
2035-01-01T03:30:00Z,0.43705823,105.0,808.07004885,1741.66608582,0.0,14.0,14.0,0.0,0.0,0.79335334,0.60876143,0.0,1.0,0.43096176,2.67997393,0.39238658,2.58803772,0.38599089,2.38741511,0.7168345,0.41924554,0.39173805,0.37344915,0.36901012,0,low
2035-01-01T03:45:00Z,0.43628498,106.0,816.75007453,1686.37628134,0.0,15.0,15.0,0.0,0.0,0.83146961,0.55557023,0.0,1.0,0.43447525,1.86268143,0.40043091,2.28624501,0.38913427,2.25198232,0.73809892,0.43705823,0.42223103,0.33975306,0.36901012,0,low
2035-01-01T04:00:00Z,0.4979938,106.0,765.84441325,1632.56732486,0.0,16.0,16.0,0.0,0.0,0.8660254,0.5,0.0,1.0,0.44764563,2.92494052,0.41228614,2.70544462,0.39553778,2.50398164,0.73809892,0.43628498,0.44531225,0.35573101,0.36901012,1,medium
2035-01-01T04:15:00Z,0.5170081,105.0,818.83123307,1731.5530598,0.0,17.0,17.0,0.0,0.0,0.89687274,0.44228869,0.0,1.0,0.47208628,2.73099933,0.42745836,2.68917214,0.40228613,2.48227594,0.02126442,0.4979938,0.41924554,0.33494153,0.36901012,0,low
2035-01-01T04:30:00Z,0.54498251,107.0,796.15458331,1674.50845529,0.0,18.0,18.0,0.0,0.0,0.92387953,0.38268343,0.0,1.0,0.49906735,3.01044647,0.44048153,2.45277803,0.40979646,2.51202138,0.02126442,0.5170081,0.43705823,0.38870438,0.36901012,1,medium
