timestamp,occupancy_rate,active_sensors,avg_time_since_change,avg_prev_state_duration,dow,time_bucket,dow_time_bucket,is_weekend,is_holiday,hour_sin,hour_cos,dow_sin,dow_cos,roll_occ_rate_4,roll_turnover_4,roll_occ_rate_12,roll_turnover_12,roll_occ_rate_24,roll_turnover_24,roll_departure_rate_4,occupancy_lag_1,occupancy_lag_4,occupancy_lag_12,occupancy_lag_96,load_level_code,load_level
2035-01-01T00:00:00Z,0.64064929,233.0,818.02599718,1706.40212726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.64064929,0.0,0.64064929,0.0,0.64064929,0.0,0.0,0.64064929,0.64064929,0.64064929,0.64064929,1,medium
2035-01-01T00:15:00Z,0.65052457,229.0,805.11678337,1683.10020623,0.0,1.0,1.0,0.0,0.0,0.06540313,0.99785892,0.0,1.0,0.64558693,0.79002252,0.64558693,0.79002252,0.64558693,0.79002252,0.0,0.64064929,0.64064929,0.64064929,0.64064929,1,medium
2035-01-01T00:30:00Z,0.62826642,233.0,826.89494455,1681.94761475,0.0,2.0,2.0,0.0,0.0,0.13052619,0.99144486,0.0,1.0,0.63981343,1.92800579,0.63981343,1.92800579,0.63981343,1.92800579,1.3354889,0.65052457,0.64064929,0.64064929,0.64064929,1,medium
2035-01-01T00:45:00Z,0.64449158,233.0,830.16306311,1745.48388727,0.0,3.0,3.0,0.0,0.0,0.19509032,0.98078528,0.0,1.0,0.64098296,2.90151511,0.64098296,2.32121209,0.64098296,2.32121209,1.3354889,0.62826642,0.64064929,0.64064929,0.64064929,1,medium
2035-01-01T01:00:00Z,0.64724937,232.0,822.39653184,1753.49667965,0.0,4.0,4.0,0.0,0.0,0.25881905,0.96592583,0.0,1.0,0.64263298,3.06698261,0.64223624,2.04465508,0.64223624,2.04465508,1.3354889,0.64449158,0.64064929,0.64064929,0.64064929,1,medium
2035-01-01T01:15:00Z,0.63072355,231.0,837.66152148,1656.96795747,0.0,5.0,5.0,0.0,0.0,0.32143947,0.94693013,0.0,1.0,0.63768273,3.46601461,0.64031746,2.31916086,0.64031746,2.31916086,2.32703779,0.64724937,0.65052457,0.64064929,0.64064929,1,medium
2035-01-01T01:30:00Z,0.61210526,231.0,825.71905811,1701.42272281,0.0,6.0,6.0,0.0,0.0,0.38268343,0.92387953,0.0,1.0,0.63364244,3.24762311,0.63628715,2.58781445,0.63628715,2.58781445,2.10864628,0.63072355,0.62826642,0.64064929,0.64064929,1,medium
2035-01-01T01:45:00Z,0.60154799,232.0,822.85455197,1695.75734338,0.0,7.0,7.0,0.0,0.0,0.44228869,0.89687274,0.0,1.0,0.62290654,2.90754988,0.63194475,2.58180666,0.63194475,2.58180666,2.74208238,0.61210526,0.64449158,0.64064929,0.64064929,1,medium
2035-01-01T02:00:00Z,0.61185041,232.0,841.56546815,1744.78583839,0.0,8.0,8.0,0.0,0.0,0.5,0.8660254,0.0,1.0,0.6140568,3.36022725,0.62971205,2.57088395,0.62971205,2.57088395,2.74208238,0.60154799,0.64724937,0.64064929,0.64064929,1,medium
2035-01-01T02:15:00Z,0.60996934,231.0,820.3036431,1720.98316905,0.0,9.0,9.0,0.0,0.0,0.55557023,0.83146961,0.0,1.0,0.60886825,2.48154245,0.62773778,2.37820871,0.62773778,2.37820871,1.86339758,0.61185041,0.63072355,0.64064929,0.64064929,1,medium
2035-01-01T02:30:00Z,0.64837651,231.0,809.47984133,1703.50391448,0.0,10.0,10.0,0.0,0.0,0.60876143,0.79335334,0.0,1.0,0.61793606,3.6688753,0.62961403,2.94816807,0.62961403,2.94816807,0.74630018,0.60996934,0.61210526,0.64064929,0.64064929,0,low
2035-01-01T02:45:00Z,0.61161616,232.0,810.9386886,1693.02350513,0.0,11.0,11.0,0.0,0.0,0.65934582,0.75183981,0.0,1.0,0.62045311,5.24106008,0.6281142,3.68337503,0.6281142,3.40003849,2.31848496,0.64837651,0.60154799,0.64064929,0.64064929,1,medium
2035-01-01T03:00:00Z,0.62875813,230.0,828.88747362,1667.68750833,0.0,12.0,12.0,0.0,0.0,0.70710678,0.70710678,0.0,1.0,0.62468004,5.65143298,0.62712327,4.02621428,0.62816374,3.45104081,2.31848496,0.61161616,0.61185041,0.64064929,0.64064929,0,low
2035-01-01T03:15:00Z,0.63658907,230.0,828.55104404,1743.9071321,0.0,13.0,13.0,0.0,0.0,0.75183981,0.65934582,0.0,1.0,0.63133497,6.00842547,0.62596198,3.98532751,0.62876555,3.34626651,2.20562088,0.62875813,0.60996934,0.65052457,0.64064929,0,low
